Row,Column,ESP,ID,FrameCnt,Latitude,Longitude,RSSI,SNR,Time
354,282,-101.97322793708695,76574,9,39.999805,116.3297467,-101,6.0,2018-12-22T08:40:13.928014071Z
354,282,-101.93380807687734,76578,11,39.99980333,116.3297417,-101,6.2,2018-12-22T09:51:59.958582041Z
355,283,-105.93775920356249,76582,13,39.99978167,116.3297833,-104,2.5,2018-12-22T08:40:39.40925259Z
356,283,-118.37736039420678,76585,14,39.99967333,116.3298,-111,-6.5,2018-12-22T08:40:48.618759381Z
357,282,-117.43775920356249,76588,15,39.99960333,116.3296783,-113,-2.5,2018-12-22T08:40:58.803296196Z
357,281,-116.00289472231206,76591,16,39.99959667,116.3296267,-112,-1.8,2018-12-22T08:41:07.863896Z
357,280,-121.19331048066094,76594,17,39.99958667,116.3294367,-115,-5.0,2018-12-22T08:41:18.235099Z
357,279,-118.81879480002064,76597,18,39.99956667,116.3293183,-113,-4.5,2018-12-22T08:41:27.740304Z
356,277,-116.24814186348229,76599,19,39.99967833,116.3291417,-112,-2.2,2018-12-22T09:53:07.937707Z
352,276,-112.43775920356249,76605,21,39.99997667,116.32898,-108,-2.5,2018-12-22T08:41:51.430297Z
352,271,-115.0102999566398,76607,22,40.00000833,116.3284417,-112,0.0,2018-12-22T08:41:56.52347057Z
351,269,-113.60373555853748,76612,24,40.00009667,116.3282267,-112,3.5,2018-12-22T08:42:12.538725616Z
347,269,-113.32474080687588,76614,25,40.00048333,116.3281817,-111,1.5,2018-12-22T08:42:17.762554287Z
341,269,-115.10373555853748,76617,26,40.00103667,116.32814,-110,-3.5,2018-12-22T08:42:27.097439292Z
327,271,-113.76749156458187,76623,29,40.00225167,116.3283883,-111,0.5,2018-12-22T08:42:46.537923613Z
327,278,-109.83215008122022,76627,31,40.00227167,116.3291883,-108,2.8,2018-12-22T08:42:58.027415082Z
327,284,-105.93775920356249,76630,32,40.00229833,116.32995,-104,2.5,2018-12-22T08:43:07.045135135Z
326,289,-114.82474080687588,76633,33,40.00234,116.3305183,-111,-1.5,2018-12-22T08:43:16.478518435Z
326,290,-116.53901891043868,76635,34,40.00236333,116.3306617,-113,-1.0,2018-12-22T08:43:25.608880826Z
326,290,-119.46683163887968,76640,36,40.00237667,116.330665,-111,-7.8,2018-12-22T08:43:40.408252224Z
326,290,-115.00289472231206,76644,37,40.00237667,116.33066,-111,-1.8,2018-12-22T08:43:50.774768324Z
326,290,-119.57833241382157,76646,38,40.002375,116.33065829999998,-113,-5.5,2018-12-22T08:43:56.225536676Z
326,290,-119.37736039420678,76649,39,40.00237667,116.330655,-112,-6.5,2018-12-22T08:44:06.218306654Z
326,290,-124.81879480002064,76652,40,40.00237,116.3306533,-119,-4.5,2018-12-22T08:44:16.234940704Z
326,290,-117.10373555853748,76654,41,40.00237333,116.3306567,-112,-3.5,2018-12-22T08:44:25.48363545Z
326,290,-114.0102999566398,76659,43,40.00237667,116.3306567,-111,0.0,2018-12-22T08:44:40.808077424Z
326,290,-119.63892034143379,76662,44,40.00238333,116.33065829999998,-111,-8.0,2018-12-22T08:44:51.288312864Z
326,290,-118.97322793708695,76664,45,40.00237167,116.330665,-112,-6.0,2018-12-22T08:44:56.515991547Z
326,290,-116.5993868649763,76669,47,40.00235833,116.3306733,-111,-4.2,2018-12-22T08:45:11.699802099Z
326,290,-116.81879480002064,76671,48,40.002355,116.3306767,-111,-4.5,2018-12-22T08:45:17.627340882Z
326,290,-112.76749156458187,76674,49,40.00236,116.33068,-110,0.5,2018-12-22T08:45:26.72687018Z
326,291,-114.26749156458187,76678,51,40.00233,116.3308,-111,-0.5,2018-12-22T08:45:37.685140055Z
329,292,-113.65161530835512,76680,52,40.00213,116.3308767,-110,-1.2,2018-12-22T08:45:43.535581606Z
335,292,-115.53901891043868,76683,53,40.00153333,116.330905,-112,-1.0,2018-12-22T08:45:53.549201647Z
342,292,-116.31329815912464,76688,55,40.00088833,116.33093329999998,-111,-3.8,2018-12-22T08:46:09.296042888Z
347,293,-117.89859540490393,76691,56,40.00046,116.3309617,-113,-3.2,2018-12-22T08:46:17.697817093Z
356,293,-115.53901891043868,76693,57,39.99970167,116.3309867,-113,1.0,2018-12-22T08:46:23.340363021Z
359,293,-114.82474080687588,76697,59,39.99938333,116.3309917,-111,-1.5,2018-12-22T08:46:34.440956322Z
359,293,-118.04220837241459,76700,60,39.999385,116.33098,-112,-4.8,2018-12-22T08:46:43.052381157Z
359,293,-116.76434862436486,76705,63,39.99939833,116.33097,-112,-3.0,2018-12-22T08:47:03.188136564Z
359,293,-119.97322793708695,76712,66,39.999395,116.3309683,-113,-6.0,2018-12-22T08:47:28.032672098Z
359,293,-118.79009749652565,76715,67,39.99938333,116.3309633,-111,-7.0,2018-12-22T08:47:38.759710279Z
359,293,-116.00289472231206,76717,68,39.99938333,116.330965,-112,-1.8,2018-12-22T08:47:44.223669671Z
362,297,-111.53901891043868,76723,70,39.999145,116.3314417,-109,1.0,2018-12-22T08:48:03.299627898Z
360,308,-114.11145114746678,76729,72,39.999305,116.3327933,-111,-0.2,2018-12-22T08:48:23.469050407Z
360,308,-112.65161530835512,76733,74,39.99932,116.33280829999998,-109,-1.2,2018-12-22T08:48:33.747451242Z
360,313,-105.7108185264953,76736,75,39.99933667,116.3333767,-105,7.5,2018-12-22T08:48:43.490729472Z
359,316,-103.60373555853748,76741,77,39.99939833,116.3337267,-102,3.5,2018-12-22T08:49:01.537862613Z
356,317,-110.26749156458187,76742,78,39.99967,116.3338733,-107,-0.5,2018-12-22T08:49:07.191230573Z
348,317,-115.81879480002064,76746,80,40.00043833,116.33383,-110,-4.5,2018-12-22T08:49:18.198038594Z
337,317,-116.63215008122023,76749,81,40.00136667,116.3337883,-112,-2.8,2018-12-22T08:49:27.160926482Z
327,317,-115.24814186348229,76752,82,40.00230833,116.3337883,-111,-2.2,2018-12-22T08:49:37.579584738Z
321,318,-116.24814186348229,76755,83,40.00284,116.333855,-112,-2.2,2018-12-22T08:49:47.03690011Z
321,317,-115.0102999566398,76757,84,40.002875,116.333845,-112,0.0,2018-12-22T08:49:53.041261123Z
321,317,-111.76434862436486,76761,86,40.00286833,116.333835,-110,3.0,2018-12-22T08:50:03.760498281Z
320,318,-107.76749156458187,76765,88,40.00295667,116.3338633,-105,0.5,2018-12-22T08:50:15.431705295Z
312,319,-106.45161530835512,76768,89,40.00362,116.3340533,-104,1.2,2018-12-22T08:50:25.32028996Z
303,323,-116.81412565612068,76771,90,40.004475,116.3344467,-110,-5.8,2018-12-22T08:50:35.869678609Z
294,326,-122.23249407632484,76777,92,40.00527333,116.334855,-112,-9.8,2018-12-22T08:50:51.51687755Z
287,328,-119.04220837241459,76779,93,40.00587,116.33511,-113,-4.8,2018-12-22T08:51:00.370748112Z
287,329,-119.04220837241459,76781,94,40.00593333,116.3351233,-113,-4.8,2018-12-22T08:51:05.481107037Z
287,329,-117.10373555853748,76786,96,40.005945,116.3351267,-112,-3.5,2018-12-22T08:51:20.088118823Z
286,329,-120.2108185264953,76788,97,40.00595667,116.3351117,-112,-7.5,2018-12-22T08:51:25.902990194Z
282,330,-123.23249407632484,76792,98,40.006365,116.33525,-113,-9.8,2018-12-22T08:51:36.363962727Z
274,333,-121.19331048066094,76795,99,40.00707833,116.3356317,-115,-5.0,2018-12-22T08:51:46.779555559Z
266,336,-120.33779541063677,76797,100,40.00778333,116.336005,-111,-8.8,2018-12-22T08:51:55.610528221Z
258,340,-121.69305820175224,76802,102,40.00851667,116.336405,-112,-9.2,2018-12-22T08:52:06.942162884Z
255,341,-123.2108185264953,76805,103,40.00882333,116.3365883,-115,-7.5,2018-12-22T08:52:16.826354652Z
254,342,-113.20289472231207,76809,105,40.008895,116.3366233,-111,1.8,2018-12-22T08:52:28.623123246Z
249,344,-108.00289472231206,76811,106,40.00934833,116.3368583,-104,-1.8,2018-12-22T08:52:33.928938857Z
242,347,-114.11145114746678,76817,109,40.01,116.337225,-111,-0.2,2018-12-22T08:52:50.162468324Z
232,350,-116.37736039420678,76819,110,40.01084333,116.33762,-109,-6.5,2018-12-22T08:52:55.425541851Z
223,354,-124.51754855702923,76822,111,40.01168833,116.3380767,-113,-11.2,2018-12-22T08:53:04.2502315Z
214,357,-126.9773721860196,76825,112,40.01252,116.3384267,-113,-13.8,2018-12-22T08:53:13.55538411Z
208,360,-131.2652406374628,76828,114,40.01301333,116.3387783,-113,-18.2,2018-12-22T08:53:27.897701795Z
208,361,-132.28197456784994,76830,115,40.01306,116.33888,-115,-17.2,2018-12-22T08:53:33.79503859Z
208,361,-129.5961540844014,76835,117,40.01304167,116.3389083,-113,-16.5,2018-12-22T08:53:52.287543575Z
207,362,-128.10774225511958,76841,121,40.01310833,116.33892,-112,-16.0,2018-12-22T08:54:15.170635341Z
200,349,-129.3620527769611,76860,129,40.01375333,116.3374083,-115,-14.2,2018-12-22T08:55:28.53511707Z
201,341,-123.63892034143379,76862,130,40.01368333,116.3365233,-115,-8.0,2018-12-22T08:55:34.276416552Z
201,332,-122.69305820175224,76865,131,40.013665,116.3354567,-113,-9.2,2018-12-22T08:55:44.008095016Z
201,322,-115.63215008122023,76870,133,40.01362667,116.3342317,-111,-2.8,2018-12-22T08:55:58.414229828Z
201,312,-120.95746206410163,76873,135,40.01361833,116.3330733,-113,-7.2,2018-12-22T08:56:08.791083582Z
201,303,-121.97322793708695,76876,136,40.01360833,116.33201499999998,-115,-6.0,2018-12-22T08:56:19.594679189Z
196,296,-126.79706163635328,76884,139,40.014075,116.3311667,-115,-11.5,2018-12-22T08:56:40.068348136Z
186,296,-120.8707776445072,76885,140,40.01496333,116.33116,-110,-10.5,2018-12-22T08:56:45.797704595Z
177,296,-126.9773721860196,76892,142,40.01583833,116.3311533,-113,-13.8,2018-12-22T08:56:59.792100584Z
166,295,-127.45410721860875,76896,144,40.01682,116.3311317,-115,-12.2,2018-12-22T08:57:10.461070922Z
141,295,-130.08579999230037,76902,146,40.019055,116.33105,-113,-17.0,2018-12-22T08:57:29.897049794Z
