Row,Column,ESP,ID,FrameCnt,Latitude,Longitude,RSSI,SNR,Time
254,209,-119.63215008122023,93075,30,40.00876333,116.321075,-115,-2.8,2018-12-23T00:04:38.688748112Z
258,208,-115.89859540490393,93079,31,40.00842667,116.3210183,-111,-3.2,2018-12-23T00:04:48.415897841Z
262,209,-108.07833241382157,93087,33,40.008095,116.3210483,-107,5.5,2018-12-23T00:05:02.500091999Z
265,209,-113.65161530835512,93090,34,40.00779833,116.321065,-110,-1.2,2018-12-23T00:05:08.364110358Z
269,209,-126.02214159641585,93095,36,40.00747167,116.321075,-113,-12.8,2018-12-23T00:05:19.616115838Z
272,209,-114.10373555853748,93097,37,40.00715333,116.3210717,-109,-3.5,2018-12-23T00:05:24.95666974Z
279,209,-122.41392685158225,93108,40,40.00656167,116.32111,-112,-10.0,2018-12-23T00:05:50.591945551Z
300,211,-129.94147873593693,93135,52,40.0047,116.321415,-115,-14.8,2018-12-23T00:07:10.79169475Z
310,212,-126.40304509533891,93150,58,40.00374,116.321465,-113,-13.2,2018-12-23T00:07:54.003135018Z
314,215,-133.06829128312452,93173,65,40.00337,116.3217967,-115,-18.0,2018-12-23T00:08:54.327081308Z
314,215,-118.31329815912464,93175,66,40.00343333,116.3218517,-113,-3.8,2018-12-23T00:09:00.280181801Z
314,215,-121.81209675612978,93180,67,40.00341167,116.321845,-113,-8.2,2018-12-23T00:09:10.352604526Z
314,215,-112.1244260279434,93182,68,40.00340167,116.32183329999998,-110,2.0,2018-12-23T00:09:15.594838948Z
314,215,-119.89859540490393,93189,70,40.00338167,116.3218083,-115,-3.2,2018-12-23T00:09:30.375188751Z
315,215,-116.26749156458187,93192,71,40.00330167,116.3218517,-113,-0.5,2018-12-23T00:09:36.275457754Z
316,215,-118.95746206410163,93196,72,40.00322333,116.32187,-111,-7.2,2018-12-23T01:21:20.98600386Z
317,215,-115.26749156458187,93201,73,40.003135,116.32186670000002,-112,-0.5,2018-12-23T00:09:55.51800918Z
318,216,-120.62401015882706,93208,76,40.00308667,116.3219267,-113,-6.8,2018-12-23T00:10:11.684906849Z
319,215,-126.79706163635328,93215,78,40.00297833,116.321785,-115,-11.5,2018-12-23T00:10:26.428381283Z
289,211,-121.46683163887968,98320,35,40.00564333,116.321365,-113,-7.8,2018-12-23T09:58:54.769572847Z
285,211,-126.65142276599207,98321,36,40.00597333,116.321355,-112,-14.5,2018-12-23T09:59:04.22602213Z
282,211,-125.02214159641585,98322,37,40.00632167,116.3213217,-112,-12.8,2018-12-23T11:10:44.985808929Z
