Row,Column,ESP,ID,FrameCnt,Latitude,Longitude,RSSI,SNR,Time
276,208,-128.13520922108037,161466,63,40.00682333,116.32096329999999,-113,-15.0,2019-03-09T08:46:20.067574932Z
276,208,-127.94147873593693,161468,64,40.00682167,116.3209517,-113,-14.8,2019-03-09T08:46:28.655796344Z
276,208,-126.9773721860196,161474,66,40.00682167,116.32096670000001,-113,-13.8,2019-03-09T08:46:42.61990038Z
276,208,-127.36205277696112,161477,67,40.006820000000005,116.32098,-113,-14.2,2019-03-09T08:46:51.59018459Z
276,208,-125.21238401914258,161485,70,40.00682667,116.3209717,-112,-13.0,2019-03-09T08:47:10.911124911Z
276,208,-126.9773721860196,161488,71,40.00684667,116.32096000000001,-113,-13.8,2019-03-09T08:47:20.492933492Z
276,208,-129.88980209520832,161492,72,40.006855,116.3209483,-113,-16.8,2019-03-09T08:47:30.538078538Z
346,190,-120.2108185264953,163847,9,40.00049833,116.31897,-112,-7.5,2019-03-09T12:16:37.790918372Z
342,190,-126.32921342015459,163851,11,40.000855,116.31889,-111,-15.2,2019-03-09T12:16:52.540904622Z
333,189,-122.23249407632484,163855,13,40.001635,116.3188317,-112,-9.8,2019-03-09T12:17:13.098974296Z
330,189,-127.65142276599207,163857,14,40.00196667,116.31885,-113,-14.5,2019-03-09T12:17:22.00686802Z
323,199,-124.7376019773414,163864,19,40.00257333,116.31997,-112,-12.5,2019-03-09T12:18:02.322667968Z
313,207,-122.33195619988427,163869,23,40.00349333,116.3208883,-111,-11.0,2019-03-09T12:18:42.648259944Z
304,205,-127.36205277696112,163873,26,40.004329999999996,116.3206733,-113,-14.2,2019-03-09T12:19:07.766010637Z
274,197,-126.36205277696112,163888,36,40.00695833,116.319645,-112,-14.2,2019-03-09T12:20:20.819413264Z
268,200,-126.16954289279532,163893,40,40.00756167,116.32007,-112,-14.0,2019-03-09T12:20:49.552618131Z
267,204,-121.69305820175224,163895,41,40.00760833,116.3204933,-112,-9.2,2019-03-09T12:20:59.690572165Z
259,206,-126.16954289279532,163897,42,40.00831333,116.32078500000001,-112,-14.0,2019-03-09T12:21:10.263390156Z
256,208,-118.62401015882706,163900,44,40.00862833,116.3209183,-111,-6.8,2019-03-09T12:21:26.215842079Z
