Row,Column,ESP,ID,FrameCnt,Latitude,Longitude,RSSI,SNR,Time
54,292,-127.36205277696112,167210,38,40.02686167,116.3306283,-113,-14.2,2019-03-12T00:50:27.115934811Z
67,293,-132.08579999230037,167211,41,40.02574833,116.3307933,-115,-17.0,2019-03-12T00:50:49.956148693Z
75,295,-121.46683163887968,167212,42,40.02494333,116.3309517,-113,-7.8,2019-03-12T00:50:55.740312182Z
99,294,-124.0738221927363,167216,45,40.022865,116.33086670000002,-115,-8.5,2019-03-12T02:02:50.971855802Z
111,294,-114.76434862436486,167219,47,40.02174667,116.3309033,-110,-3.0,2019-03-12T00:51:27.252001764Z
125,294,-126.79706163635328,167221,48,40.02044167,116.33092,-115,-11.5,2019-03-12T00:51:38.170818195Z
154,295,-126.1469917995764,167223,50,40.01787667,116.331035,-115,-10.8,2019-03-12T00:51:56.450632154Z
166,295,-122.5149694202523,167227,52,40.01676167,116.33108,-113,-9.0,2019-03-12T00:52:12.463915247Z
176,295,-126.94147873593693,167229,53,40.01592833,116.33111,-112,-14.8,2019-03-12T00:52:18.190514333Z
177,295,-128.9127546295178,167231,54,40.01576667,116.331115,-113,-15.8,2019-03-12T00:52:23.644526511Z
177,295,-125.7376019773414,167233,55,40.01577333,116.331125,-113,-12.5,2019-03-12T00:52:33.572189005Z
177,295,-124.1469917995764,167237,57,40.01576667,116.3311217,-113,-10.8,2019-03-12T00:52:47.520197641Z
182,295,-121.69305820175224,167238,58,40.01535,116.33112,-112,-9.2,2019-03-12T00:52:57.892844249Z
192,295,-117.5993868649763,167240,59,40.01444333,116.3311283,-112,-4.2,2019-03-12T00:53:03.231902623Z
201,295,-124.51754855702923,167245,61,40.01367167,116.3311667,-113,-11.2,2019-03-12T00:53:17.934646542Z
202,308,-128.9127546295178,167248,63,40.01357333,116.3326567,-113,-15.8,2019-03-12T00:53:37.706043942Z
199,355,-129.10774225511958,167254,70,40.01382833,116.3381367,-113,-16.0,2019-03-12T00:54:27.131160918Z
199,360,-129.87148340619638,167256,71,40.01384333,116.33872,-112,-17.8,2019-03-12T00:54:35.86437505Z
201,362,-122.95746206410163,167257,72,40.01365667,116.339015,-115,-7.2,2019-03-12T00:54:45.822913999Z
209,360,-122.62401015882706,167260,74,40.012965,116.3387217,-115,-6.8,2019-03-12T00:54:56.638837Z
218,356,-122.0738221927363,167261,75,40.01214833,116.3382783,-113,-8.5,2019-03-12T00:55:06.291537Z
227,353,-121.23249407632484,167264,76,40.01132167,116.3378767,-111,-9.8,2019-03-12T00:55:15.544787Z
236,349,-122.79009749652565,167268,78,40.01054667,116.3374867,-115,-7.0,2019-03-12T02:07:05.900803892Z
245,345,-113.53901891043868,167270,79,40.00973167,116.3370533,-111,1.0,2019-03-12T00:55:36.255686698Z
253,342,-113.83215008122022,167273,81,40.00898,116.33668,-112,2.8,2019-03-12T00:55:46.821938602Z
261,339,-117.81879480002064,167275,82,40.00826667,116.3363217,-112,-4.5,2019-03-12T00:55:56.502506477Z
267,337,-113.76749156458187,167277,83,40.00770667,116.3360367,-111,0.5,2019-03-12T00:56:05.705111653Z
268,336,-115.11145114746678,167281,85,40.00762167,116.3359883,-112,-0.2,2019-03-12T00:56:16.19770222Z
269,336,-116.76434862436486,167285,87,40.00756833,116.335965,-112,-3.0,2019-03-12T00:56:26.86439122Z
274,334,-116.00289472231206,167288,88,40.00711167,116.3357133,-112,-1.8,2019-03-12T00:56:36.688769801Z
279,332,-120.13380807687734,167290,89,40.00666,116.3354733,-113,-6.2,2019-03-12T00:56:46.082002261Z
280,331,-115.82474080687588,167291,90,40.00655833,116.3354217,-112,-1.5,2019-03-12T00:56:55.417323244Z
280,331,-115.42869465226148,167295,92,40.00655333,116.33541329999998,-112,-0.8,2019-03-12T00:57:11.51656735Z
280,331,-113.53901891043868,167297,93,40.00654667,116.3354017,-110,-1.0,2019-03-12T00:57:20.477340703Z
280,331,-115.65161530835512,167300,95,40.00654333,116.3353883,-112,-1.2,2019-03-12T00:57:38.505187453Z
281,331,-115.45161530835512,167302,96,40.00649,116.3353567,-113,1.2,2019-03-12T00:57:43.679267886Z
287,328,-110.45540463109293,167306,98,40.00594667,116.3350917,-109,4.0,2019-03-12T00:57:58.610992501Z
295,324,-118.34609373817284,167308,99,40.00518833,116.33464170000002,-112,-5.2,2019-03-12T00:58:09.4221282Z
299,323,-110.93775920356249,167310,100,40.004795,116.3344417,-109,2.5,2019-03-12T00:58:19.589484694Z
301,322,-112.91145114746678,167312,101,40.00468333,116.33442,-110,0.2,2019-03-12T00:58:28.558258975Z
