Row,Column,ESP,ID,FrameCnt,Latitude,Longitude,RSSI,SNR,Time
199,295,-120.37736039420678,105759,87,40.01379167,116.33109669999999,-113,-6.5,2018-12-29T03:37:13.842809628Z
203,297,-122.96183611348222,105763,89,40.01349167,116.33136,-113,-9.5,2018-12-29T03:37:30.079239683Z
202,307,-121.97322793708695,105764,91,40.01353667,116.3325467,-115,-6.0,2018-12-29T03:37:45.211884152Z
202,314,-118.62401015882706,105766,92,40.01357667,116.3333217,-111,-6.8,2018-12-29T03:37:54.879637481Z
202,323,-125.23249407632484,105768,94,40.01360167,116.33438329999998,-115,-9.8,2018-12-29T03:38:06.312806748Z
201,331,-123.81209675612978,105770,96,40.01364667,116.3353133,-115,-8.2,2018-12-29T03:38:20.427524289Z
201,340,-128.40304509533888,105771,97,40.01368667,116.33634669999999,-115,-13.2,2018-12-29T03:38:25.722056111Z
201,348,-129.45410721860873,105773,99,40.01369667,116.3373617,-117,-12.2,2018-12-29T03:38:40.622975508Z
209,360,-128.40304509533888,105779,103,40.01293167,116.3387217,-115,-13.2,2018-12-29T03:39:05.804365782Z
218,357,-122.13380807687734,105780,104,40.01212333,116.3384483,-115,-6.2,2018-12-29T03:39:15.959091163Z
227,352,-108.26749156458187,105782,105,40.01131667,116.3378183,-105,-0.5,2018-12-29T03:39:25.050447798Z
237,348,-122.79009749652565,105785,106,40.01046833,116.33738329999998,-115,-7.0,2018-12-29T03:39:35.493640025Z
243,346,-113.1244260279434,105791,110,40.00993,116.3371433,-109,-2.0,2018-12-29T03:40:04.932539269Z
244,346,-114.97322793708695,105792,111,40.009785,116.337115,-108,-6.0,2018-12-29T03:40:14.37736849Z
250,343,-119.24814186348229,105794,112,40.00923167,116.3368217,-115,-2.2,2018-12-29T03:40:24.739386042Z
255,342,-120.45540463109293,105797,114,40.00883833,116.3366283,-115,-4.0,2018-12-29T03:40:40.711299154Z
255,341,-118.34609373817284,105799,115,40.00877667,116.33659329999999,-112,-5.2,2018-12-29T03:40:46.233041067Z
255,341,-119.19331048066094,105801,116,40.008759999999995,116.33659170000001,-113,-5.0,2018-12-29T03:40:54.608688565Z
259,340,-123.46683163887968,105803,117,40.00842167,116.3364267,-115,-7.8,2018-12-29T03:41:03.293575825Z
265,338,-125.45410721860875,105807,119,40.00793667,116.3361717,-113,-12.2,2018-12-29T03:41:14.657598369Z
270,336,-123.2108185264953,105808,120,40.00746667,116.3359317,-115,-7.5,2018-12-29T03:41:24.311573753Z
271,335,-123.8707776445072,105810,121,40.00737833,116.3358767,-113,-10.5,2018-12-29T03:41:33.243357026Z
271,335,-129.94147873593693,105815,123,40.00737333,116.335885,-115,-14.8,2018-12-29T03:41:47.404712381Z
271,335,-118.97322793708695,105818,125,40.00732667,116.33585,-112,-6.0,2018-12-29T03:42:02.559056763Z
276,333,-119.57833241382157,105821,126,40.00689833,116.335605,-113,-5.5,2018-12-29T03:42:12.517779928Z
284,330,-125.02214159641585,105825,128,40.006165,116.3352617,-112,-12.8,2018-12-29T03:42:27.684560261Z
291,327,-119.79009749652565,105827,129,40.00558167,116.3349267,-112,-7.0,2018-12-29T03:42:37.417621329Z
298,324,-119.34609373817284,105829,130,40.004940000000005,116.33459170000002,-113,-5.2,2018-12-29T03:42:42.900576397Z
304,322,-114.65161530835512,105833,132,40.004385,116.33431499999999,-111,-1.2,2018-12-29T03:42:58.111887552Z
306,321,-114.42869465226148,105835,133,40.004185,116.33421670000001,-111,-0.8,2018-12-29T03:43:03.248528005Z
306,321,-121.46683163887968,105840,136,40.00418,116.33422,-113,-7.8,2018-12-29T03:43:27.149480402Z
307,321,-116.5993868649763,105842,137,40.00413833,116.33420670000001,-111,-4.2,2018-12-29T03:43:36.165082339Z
310,320,-107.1244260279434,105845,139,40.00382833,116.33408,-105,2.0,2018-12-29T03:43:47.500311998Z
316,318,-108.20289472231207,105847,140,40.00331833,116.33393170000001,-106,1.8,2018-12-29T03:43:56.810241759Z
320,317,-113.63215008122023,105849,141,40.00291667,116.33381170000001,-109,-2.8,2018-12-29T03:44:02.57730069Z
324,315,-117.31329815912464,105852,143,40.00257667,116.33353829999999,-112,-3.8,2018-12-29T03:44:17.77728489Z
329,313,-122.13380807687734,105854,144,40.00211833,116.333285,-115,-6.2,2018-12-29T03:44:23.207176171Z
335,311,-126.51754855702923,105861,148,40.00159167,116.3331233,-115,-11.2,2018-12-29T03:44:57.572647709Z
335,311,-116.81879480002064,105862,149,40.00155333,116.33313999999999,-111,-4.5,2018-12-29T03:45:03.389291442Z
338,310,-123.81209675612978,105866,151,40.001335,116.332975,-115,-8.2,2018-12-29T03:45:18.012245951Z
338,309,-120.95746206410163,105868,152,40.00127667,116.33290670000001,-113,-7.2,2018-12-29T03:45:23.646573413Z
339,309,-120.62401015882706,105870,153,40.00123833,116.33285670000001,-113,-6.8,2018-12-29T03:45:33.39490742Z
339,309,-120.0738221927363,105874,155,40.00123,116.33285829999998,-111,-8.5,2018-12-29T03:45:44.416895332Z
341,309,-122.13380807687734,105876,157,40.00101667,116.33281670000001,-115,-6.2,2018-12-29T03:46:00.469046123Z
342,308,-122.8707776445072,105878,158,40.00095,116.332765,-112,-10.5,2018-12-29T03:46:05.903403386Z
344,308,-122.69305820175224,105882,160,40.00080667,116.33274499999999,-113,-9.2,2018-12-29T03:46:19.773169907Z
346,307,-122.8707776445072,105884,161,40.00061167,116.33268170000001,-112,-10.5,2018-12-29T03:46:25.056033775Z
347,307,-124.0738221927363,105886,162,40.00052833,116.33261670000002,-115,-8.5,2018-12-29T03:46:33.858963564Z
347,307,-122.5149694202523,105890,164,40.00051,116.33265829999999,-113,-9.0,2018-12-29T03:46:48.797989808Z
347,307,-124.33779541063677,105892,165,40.000475,116.3326517,-115,-8.8,2018-12-29T03:46:54.053939784Z
347,307,-119.04220837241459,105896,167,40.00045,116.33268170000001,-113,-4.8,2018-12-29T03:47:09.233297066Z
347,308,-119.97322793708695,105898,168,40.00047167,116.3327067,-113,-6.0,2018-12-29T03:47:14.41998632Z
350,306,-121.97322793708695,105900,169,40.00018167,116.3324933,-115,-6.0,2018-12-29T03:47:24.29738181Z
352,305,-108.76434862436486,105902,170,40.00005667,116.3324283,-107,3.0,2018-12-29T03:47:34.235778056Z
352,305,-127.65142276599207,105906,172,40.000035,116.3324067,-113,-14.5,2018-12-29T03:47:48.700371198Z
354,304,-119.97322793708695,105908,174,39.999855,116.33228829999999,-113,-6.0,2018-12-29T03:48:07.690657237Z
354,304,-121.2108185264953,105910,175,39.99984333,116.3323017,-113,-7.5,2018-12-29T03:48:12.872879508Z
354,304,-123.63892034143379,105914,177,39.99983833,116.3323317,-115,-8.0,2018-12-29T03:48:27.026035895Z
354,305,-121.46683163887968,105916,178,39.99985667,116.33238500000002,-113,-7.8,2018-12-29T03:48:36.277075891Z
354,305,-114.0102999566398,105918,179,39.99985,116.3324,-111,0.0,2018-12-29T03:48:46.323033707Z
355,304,-113.63215008122023,105922,181,39.99974667,116.33233670000001,-109,-2.8,2018-12-29T03:48:57.464443142Z
356,304,-118.42869465226148,105924,182,39.99966667,116.33228000000001,-115,-0.8,2018-12-29T03:49:03.462942148Z
358,303,-119.00289472231206,105926,183,39.99952333,116.33219,-115,-1.8,2018-12-29T03:49:13.235850056Z
359,302,-125.07785455239159,105929,185,39.99942833,116.33211670000001,-113,-11.8,2018-12-29T03:49:24.173577305Z
359,302,-117.63892034143379,105933,187,39.99937667,116.332045,-109,-8.0,2018-12-29T03:49:35.261892952Z
359,302,-120.37736039420678,105935,188,39.99938167,116.332035,-113,-6.5,2018-12-29T03:49:45.162936348Z
359,302,-122.0738221927363,105939,190,39.99939833,116.3320383,-113,-8.5,2018-12-29T03:50:00.101042292Z
359,302,-123.79706163635328,105941,191,39.99939167,116.3320383,-112,-11.5,2018-12-29T03:50:05.56990501Z
359,302,-122.07785455239159,105945,193,39.99938667,116.3320433,-110,-11.8,2018-12-29T03:50:16.56710703Z
360,300,-109.24814186348229,105952,197,39.99929667,116.33185,-105,-2.2,2018-12-29T03:50:46.220536984Z
361,298,-113.79009749652565,105956,199,39.99926833,116.33158329999999,-106,-7.0,2018-12-29T03:51:01.431064879Z
360,296,-121.41392685158225,105958,200,39.99928167,116.331425,-111,-10.0,2018-12-29T03:51:06.687329185Z
360,296,-118.57833241382157,105960,201,39.99928667,116.3313467,-112,-5.5,2018-12-29T03:51:12.651588864Z
360,294,-117.34609373817284,105964,203,39.99928167,116.33113999999999,-111,-5.2,2018-12-29T03:51:30.673175058Z
357,293,-122.9773721860196,105966,204,39.99959333,116.331,-109,-13.8,2018-12-29T03:51:36.626253636Z
348,293,-126.0738221927363,105968,205,40.00035667,116.3309617,-117,-8.5,2018-12-29T03:51:46.281273531Z
339,292,-118.63892034143379,105972,207,40.00116667,116.3309183,-110,-8.0,2018-12-29T03:51:57.557094013Z
333,292,-116.37736039420678,105974,208,40.001735,116.33088329999998,-109,-6.5,2018-12-29T03:52:07.742450682Z
332,292,-112.95746206410163,105976,209,40.00181833,116.3308817,-105,-7.2,2018-12-29T03:52:16.450796057Z
331,292,-113.31329815912464,105978,210,40.00188667,116.3309,-108,-3.8,2018-12-29T03:52:25.089174802Z
324,292,-115.10373555853748,105980,212,40.00257667,116.33086829999999,-110,-3.5,2018-12-29T03:52:44.693720243Z
314,292,-115.81879480002064,105982,213,40.00345167,116.3308267,-110,-4.5,2018-12-29T03:52:53.43112688Z
305,291,-115.76749156458187,105984,214,40.00430333,116.3307767,-113,0.5,2018-12-29T03:53:04.006063054Z
295,291,-113.91145114746678,105986,215,40.00515667,116.33075500000001,-111,0.2,2018-12-29T03:53:13.59119932Z
291,290,-114.04814186348229,105987,216,40.00553833,116.3306567,-112,2.2,2018-12-29T03:53:22.387606488Z
