Row,Column,ESP,ID,FrameCnt,Latitude,Longitude,RSSI,SNR,Time
134,292,-125.40304509533891,173345,55,40.01969667,116.330735,-112,-13.2,2019-03-15T00:14:50.201493395Z
146,293,-127.10774225511958,173349,56,40.01858333,116.33083,-111,-16.0,2019-03-15T00:15:00.698669903Z
157,294,-129.06829128312452,173356,58,40.017559999999996,116.33091499999999,-111,-18.0,2019-03-15T00:15:11.873764378Z
166,294,-125.45410721860875,173358,59,40.016785,116.3309767,-113,-12.2,2019-03-15T00:15:17.016318951Z
168,294,-126.62070769249443,173361,60,40.016585,116.3309933,-111,-15.5,2019-03-15T00:15:25.962904111Z
169,294,-125.94147873593693,173368,62,40.01656,116.3309967,-111,-14.8,2019-03-15T00:15:42.208609374Z
173,295,-122.59612087980608,173373,63,40.01616833,116.33103,-112,-10.2,2019-03-15T00:15:51.310405068Z
182,295,-125.40304509533891,173378,64,40.01531833,116.331055,-112,-13.2,2019-03-15T00:15:56.472570582Z
193,294,-120.5149694202523,173383,67,40.014340000000004,116.33104170000001,-111,-9.0,2019-03-15T00:16:12.620062139Z
201,295,-124.1469917995764,173386,68,40.013659999999994,116.33105829999998,-113,-10.8,2019-03-15T00:16:21.285399143Z
203,299,-126.36205277696112,173389,69,40.01344833,116.3316233,-112,-14.2,2019-03-15T00:16:26.391157826Z
202,306,-122.23249407632484,173393,71,40.01352,116.33245829999998,-112,-9.8,2019-03-15T00:16:42.096239711Z
202,315,-121.33779541063677,173396,72,40.01358833,116.3334267,-112,-8.8,2019-03-15T00:16:47.683518949Z
201,324,-124.40304509533891,173402,74,40.01362833,116.3345133,-111,-13.2,2019-03-15T00:17:04.408071775Z
217,356,-127.1352092210804,173427,86,40.012235,116.3383233,-112,-15.0,2019-03-15T00:18:26.712041591Z
226,353,-118.33779541063677,173436,91,40.01143333,116.33795330000001,-109,-8.8,2019-03-15T00:19:07.536347172Z
232,351,-118.04220837241459,173441,92,40.01085833,116.33766999999999,-112,-4.8,2019-03-15T00:19:17.777908998Z
239,348,-124.26572375596102,173444,94,40.01025333,116.33734170000001,-112,-12.0,2019-03-15T00:19:28.129455834Z
241,347,-124.21238401914258,173448,96,40.01003,116.3372233,-111,-13.0,2019-03-15T00:19:43.34110693Z
242,347,-129.30295006837878,173451,97,40.01001167,116.33722,-113,-16.2,2019-03-15T00:19:52.238234855Z
242,347,-120.8707776445072,173456,98,40.00999,116.3372367,-110,-10.5,2019-03-15T00:20:01.683006852Z
243,347,-121.33779541063677,173461,99,40.009890000000006,116.33718999999999,-112,-8.8,2019-03-15T00:20:07.634580288Z
246,345,-119.2108185264953,173468,101,40.009615000000004,116.33703670000001,-111,-7.5,2019-03-15T00:20:19.002992973Z
249,344,-114.24814186348229,173473,102,40.00932167,116.33687830000001,-110,-2.2,2019-03-15T00:20:28.723041492Z
255,342,-124.79706163635328,173479,104,40.00877167,116.3366133,-113,-11.5,2019-03-15T00:20:39.348268865Z
259,340,-124.26572375596102,173486,106,40.00840833,116.3364267,-112,-12.0,2019-03-15T00:20:54.909102818Z
260,340,-123.7376019773414,173491,107,40.008395,116.33641670000002,-111,-12.5,2019-03-15T00:21:03.596161634Z
260,340,-123.07785455239159,173499,109,40.00836333,116.336395,-111,-11.8,2019-03-15T00:21:23.552919023Z
261,339,-127.10774225511958,173504,110,40.00825667,116.3363383,-111,-16.0,2019-03-15T00:21:29.030054729Z
